LeftEAR,RightEAR,MAR,Label
0.41062261328374183,0.26665631839737003,0.0,0
0.3028088947592261,0.18980032719381634,0.015144563320384568,0
0.2832513376119173,0.1382736693141637,0.0,0
0.37370465934182984,0.2532981288649395,0.0,0
0.39694899337564105,0.2879287077370609,0.0,0
0.4764042062132189,0.2502766614934515,0.0,0
0.4370242554543817,0.2130183624927702,0.0,0
0.6627135046075259,0.22926495124903432,0.0,0
0.47845326601874727,0.297522257368945,0.01723113791988944,0
0.4773637206075394,0.2348772889254161,0.0,0
0.4558856623963357,0.27335493760960117,0.024749897520167746,0
0.4010982270761047,0.2895981594281408,0.0,0
0.47845326601874727,0.24484271275707806,0.01813392394470534,0
0.4235702594681104,0.31109922246662813,0.0,0
0.4237227810314546,0.2650925401919888,0.0,0
0.3977410189642655,0.24379339123814495,0.024776471541572212,0
0.34598848130693644,0.21853516412000018,0.01609556949949126,0
0.3429374184862986,0.2357310012257143,0.017533070066522223,0
0.35163718361712937,0.2730257594987741,0.0,0
0.33164600825126717,0.22483361374768887,0.014699525800946368,0
0.3509568801253468,0.23131737698273688,0.01609556949949126,0
0.3212561541824582,0.25250757289499476,0.0,0
0.3522606864821505,0.1999269118276092,0.0,0
0.30025658850363857,0.1848535832423664,0.0,0
0.30354723093649544,0.17537788058821882,0.030247530200945175,0
0.26120266968241673,0.13532951551559338,0.0,0
0.27426490650109264,0.18249816076999145,0.013678111675535445,0
0.28986173938695553,0.21081851067789195,0.0,0
0.20633062666954907,0.20551285358863966,0.0,0
0.21138217155662417,0.13030153482690554,0.0,0
0.3361362796758353,0.11007171330220886,0.014071950894605839,0
0.3166391480387523,0.22810251165976073,0.014083110254721722,0
0.36371097652255435,0.22052104380123783,0.01492371097349751,0
0.2652863821093216,0.24675766775968735,0.18481160352690504,0
0.3497223549464242,0.23019502948606982,0.0,0
0.221339083884641,0.20838682406623965,0.014820101390588482,0
0.16414324592058957,0.14794577125912695,0.013290870380481665,0
0.21757131728816848,0.22935207238247568,0.013238357846492294,0
0.2754654478027501,0.24445945760575302,0.013571882129149858,0
0.33858427798946256,0.2673731684612977,0.01665741511631924,0
0.3001615199271419,0.22421905737038034,0.0,0
0.2836782909936273,0.1946400515698434,0.012917481884172804,0
0.22625276007367182,0.24840625638982153,0.0,0
0.17256712249065834,0.1689656258416172,0.0,0
0.11214425479277547,0.036541915285057194,0.0,0
0.3058701294011401,0.27400423766357473,0.0,0
0.4177279548884681,0.10532245484164146,0.0,0
1.0484184320727288,0.22146937187977467,0.0,0
0.4776131252835202,0.1841743517451827,0.02315584223237446,0
0.42418250299576343,0.25253481543066936,0.19528907342409793,0
0.4107679943106279,0.29630619654994755,0.0,0
0.4191875063277475,0.2583247065377726,0.0,0
0.3731391784846452,0.21633244025689194,0.01639344262295082,0
0.2865040780831948,0.23857380844582116,0.0,0
0.4235149146457166,0.22667706785711245,0.023540818384881625,0
0.19145954921324912,0.22378439210625767,0.0,0
0.2910086594601531,0.14527363895871892,0.0,0
0.3890373383280901,0.15924305356646723,0.018515344006020947,0
0.37218251083657294,0.2562169766309701,0.0,0
0.3875368088814082,0.28132637423401896,0.016177502706648094,0
0.39748278586092517,0.25894224139300537,0.0,0
0.18515631408190197,0.10356009269825088,0.016666666666666666,0
0.09582659576267817,0.034846049514351135,0.12299949433645159,0
0.3932104116815526,0.20154314556711575,0.017755520605710874,0
0.2461068938771205,0.21212289132493378,0.0,0
0.21268943653207067,0.18567705303671517,0.0,0
0.24159234416474795,0.20757826867020102,0.01580151543799924,0
0.4242640687119285,0.1333694817231349,0.0,0
0.26176534422839776,0.24725906440452186,0.0,0
0.45152535557866064,0.23321413166964752,0.016027205229701,0
0.20833333333333334,0.22879585774746033,0.0,0
0.16795867566612183,0.21364285203753958,0.01466628860721083,0
0.28898387153687444,0.20882887815905316,0.0,0
0.19768375919900166,0.23928158351465195,0.22539272894784435,0
0.2674382278184432,0.19398161247752696,0.014071950894605839,0
0.3035050814131782,0.23262810154071714,0.0,0
0.2800547540091422,0.28129445940374365,0.0,0
0.34015838419650746,0.2809056624530283,0.0,0
0.3657599912419647,0.26172534779294115,0.0172183618093467,0
0.35805497225445165,0.26679872864018545,0.0,0
0.3617803236716262,0.292170897248777,0.0,0
0.25847327146460736,0.27785464664339443,0.0,0
0.2035215598224761,0.24756815191131076,0.013636081902044704,0
0.18027756377319945,0.13304447633451014,0.0,0
0.4408017306842597,0.18022125342862003,0.06759748542031267,0
0.3287691722110071,0.27307907237890644,0.0,0
0.43447387804335036,0.29345204239205575,0.0,0
0.303907558519914,0.21463321208596092,0.0,0
